,id,year,prod,ce,fiscal,emp,fert,mach,pest,area,eco,water
211,25,2011,1108.74,0.142067831,409.8,1646.28,200.5,2628.4,48157,6667.5,NA,96.08
212,26,2011,49.62,1.271218101,126.53,91.88,4.8,427.9,963,241.4,NA,27.37
213,27,2011,1350.68,0.061875703,333.79,822.17,207.3,2182.9,12410,4181,NA,56.22
214,28,2011,688.56,0.083683238,237.66,715.42,87.2,2136.5,68413,4094.8,NA,93.84
215,29,2011,102.91,0.693525065,104.74,118.11,8.3,430.7,1995,547.7,NA,23.48
216,30,2011,219.2,0.078191493,112.19,123.94,38.2,768.7,2692,1260.4,NA,66.12
217,31,2011,1450.67,0.077254236,297.59,402.4,183.7,1796.7,19340,4983.5,NA,488.41
218,1,2010,154.22,0.464630143,158.64,60.12,13.7,276,3972,317.3,128,10.83
219,2,2010,149.52,0.17371179,67.14,73.85,25.5,587.8,3721,459.3,81,10.97
220,3,2010,2470.11,0.147598274,312.66,1458.33,322.9,10151.3,84615,8718.4,527,143.77
221,4,2010,629.96,0.044902283,201.71,632.44,110.4,2809.2,26107,3763.9,544,37.98
222,5,2010,916.1,0.097213726,281,540.53,177.2,3033.6,24302,7002.5,397,134.52
223,6,2010,1071.03,0.163912338,289,663.56,140.1,2248.7,69375,4073.8,295,89.82
224,7,2010,791.33,0.100209615,238.94,501.85,182.8,2145,42784,5221.4,559,73.84
225,8,2010,1320.08,0.424951815,338.06,677.52,214.9,3736.3,73755,12156.2,108,249.6
226,9,2010,159.98,0.254885922,151.93,34.06,11.8,104.1,7038,401.2,29,16.76
227,10,2010,2256.99,0.125895491,489.16,859.83,341.1,3937.3,90126,7619.6,449,304.23
228,11,2010,1023.02,0.152098416,290.37,627.43,92.2,2427.5,65075,2484.7,33,94.64
229,12,2010,1477.3,0.106822822,292.52,1521.85,319.8,5409.8,116645,9053.4,314,166.7
230,13,2010,899.39,0.22855377,160.34,623.73,121,1206.2,58238,2270.8,319,97.19
231,14,2010,810.68,0.19050645,232.34,851.41,137.6,3805,106530,5457.7,482,151.02
232,15,2010,3588.42,0.207014205,465.98,1993.42,475.3,11629,164924,10818.2,652,154.76
233,16,2010,3504.07,0.21330547,399.19,2698.45,655.2,10195.9,124867,14248.7,916,125.59
234,17,2010,1883.22,0.142819808,305.44,900.14,350.8,3371,139969,7997.6,466,138.29
235,18,2010,1848.89,0.230932561,322.65,1861.85,236.6,4651.5,118762,8216.1,542,185.79
236,19,2010,1668.66,0.391387865,325.02,1468.25,237.3,2345.3,104382,4524.5,97,227.47
237,20,2010,1339.58,0.214188637,260.26,1556.9,237.2,2767.7,64460,5896.9,326,194.57
238,21,2010,337.89,0.231269199,87.68,205.29,46.4,425.2,45502,833.7,43,33.88
239,22,2010,600.03,0.132362118,159.18,626.12,91.8,1071.1,20854,3359.4,319,19.84
240,23,2010,2059.33,0.252497648,401.76,2131.01,248,3155.1,62184,9478.8,675,127.26
241,24,2010,587.68,0.138061632,246.76,1188.27,86.5,1730.3,12938,4889.1,113,50.05
242,25,2010,915.05,0.151670676,327.21,1649.46,184.6,2411.1,46191,6437.3,896,95.32
243,26,2010,46.14,1.427349281,89.11,91.56,4.7,378.1,1036,240.2,NA,31.72
244,27,2010,1100.71,0.069728713,267.16,850.61,196.8,2000,12408,4185.6,58,55.47
245,28,2010,628.88,0.091865999,196.27,724.82,85.3,1977.6,44565,3995.2,771,94.28
246,29,2010,92.07,0.778952088,69.5,120.99,8.8,421.3,2062,546.9,6,23.19
247,30,2010,192.06,0.088319402,94.23,125.09,37.9,729.1,2640,1247.9,64,65.05
248,31,2010,1386.67,0.086751399,220.5,376.03,167.6,1643.7,18192,4758.6,203,484.64
249,1,2009,146.13,0.441298603,142.01,60.87,13.8,271.5,3981,320.1,127,11.38
250,2,2009,127.86,0.150242328,63.69,75.7,26,595,3805,455.2,83,12.84
251,3,2009,1927.78,0.133146877,264.78,1472.5,316.2,9861.1,86486,8682.5,539,143.91
252,4,2009,548.43,0.040834634,198.47,631.62,104.3,2655,25310,3717.9,676,34.41
253,5,2009,741.45,0.080743462,222.36,528.19,171.4,2891.6,22329,6927.8,342,138.67
254,6,2009,871.56,0.143980292,240.71,661.41,133.6,2142.9,54088,3919.1,291,91.12
255,7,2009,726.02,0.104259389,204.45,495.82,174.2,2001.1,42374,5077.5,519,71.15
256,8,2009,1136.51,0.381932732,192.42,684.1,198.9,3401.3,66843,12129.2,108,237.4
257,9,2009,151,0.215574159,107.45,45.55,12.6,99.2,7289,396.1,29,16.78
258,10,2009,1940.1,0.107744771,403.27,876.31,344,3810.6,92305,7558.2,375,300.12
259,11,2009,867.45,0.117787965,236.08,653.55,93.6,2384,65454,2504.8,33,97.28
260,12,2009,1246.98,0.092190226,259.21,1566.05,312.8,5108.9,110423,9036.2,435,167.22
261,13,2009,776.16,0.185010375,120.89,626.28,120.7,1175,57844,2258,286,100.83
262,14,2009,736.07,0.162802541,203.41,866.39,135.8,3358.9,97593,5376.4,481,157.21
263,15,2009,3170.05,0.184018238,369.35,1984.42,472.9,11080.7,169043,10778.4,693,156.4
264,16,2009,2811.18,0.184990284,361.6,2754.21,628.7,9817.8,121409,14181.4,751,138.1
265,17,2009,1490.91,0.121039824,254.92,965.73,340.3,3057.2,138902,7527.5,412,149.43
266,18,2009,1472.53,0.200490899,276.29,1867.33,231.6,4352.4,115352,8019.3,548,189.25
267,19,2009,1442.4,0.334471132,279.21,1521.76,233.2,2190.2,103716,4476,97,228.71
268,20,2009,1134.98,0.182165007,210.74,1546.94,229.3,2550.9,62182,5826.5,345,195.26
269,21,2009,305.01,0.188424218,83.08,207.47,46.3,396.1,46812,829.4,45,34.03
270,22,2009,517.76,0.107762824,125.42,649.69,91.2,967.4,22004,3308.3,259,19.02
271,23,2009,1816,0.223155537,322.76,2148.07,248,2952.7,61891,9476.6,676,123.64
272,24,2009,501.84,0.121244451,204.13,1207.08,86.5,1606.4,12464,4780.7,111,50.8
273,25,2009,843.38,0.137244578,267.28,1657.83,171.4,2159.4,42567,6343.9,842,103.46
274,26,2009,39.06,1.259367388,84.71,91.19,4.7,358.4,921,235.1,NA,27.45
275,27,2009,834.93,0.061896338,220.72,872.48,181.3,1833,13149,4154.1,123,57.21
276,28,2009,550.56,0.081892697,158.95,732.9,82.9,1822.7,39906,3938.6,641,93.77
277,29,2009,61.31,0.707441511,57.85,120.07,8,388.7,2026,514.1,5,21.61
278,30,2009,145.04,0.080069814,68.68,127.59,35.5,702.6,2389,1226.7,64,65.26
279,31,2009,903.4,0.0898228,196.78,366.18,155,1503.3,18142,4663.8,201,489.39
280,1,2008,128.1,0.389846288,121.77,61.83,13.6,267,3869,322,137,11.35
281,2,2008,120.35,0.157534691,38.54,76.28,25.9,596.6,3807,446.3,77,12.99
282,3,2008,1760.75,0.130321455,151.9,1478.23,312.4,9525.4,85078,8713.2,520,143.23
283,4,2008,467.88,0.040560252,109.69,637.85,103.4,2509.9,23982,3726.5,664,32.92
284,5,2008,722.82,0.07854498,160.72,526.74,154.1,2779.4,19136,6860.8,341,134.1
285,6,2008,869.23,0.128051238,149.29,662.27,128.8,2042.7,52454,3716.2,273,90.89
286,7,2008,715.78,0.097528231,107.34,491.07,163.8,1800,40526,4998.2,484,69.29
287,8,2008,1051.75,0.36400163,148.15,678.01,180.7,3018.4,62422,12088.4,108,218.15
288,9,2008,139.29,0.218520516,78.97,47.52,14.3,95.3,8096,388.4,18,16.74
289,10,2008,1741.99,0.111301094,276.16,896.37,340.8,3630.9,93837,7510.3,345,287.34
290,11,2008,805.93,0.123208144,177.42,666.35,93,2343.5,65787,2482.4,33,98.73
291,12,2008,1145.82,0.090113358,136.75,1592.8,307.4,4807.5,111535,8976.6,387,151.91
292,13,2008,731.6,0.193047387,80.43,636.55,118.7,1112.5,57505,2220.7,280,99.3
293,14,2008,698.35,0.158291663,147.02,887.12,133,2946.4,96662,5330.9,321,148.89
294,15,2008,2863.29,0.201780219,235.3,1991.87,476.3,10350,173461,10764,703,157.61
295,16,2008,2547.77,0.190470934,209.59,2837.24,601.7,9429.3,119128,14147.4,706,133.49
296,17,2008,1385.21,0.120905888,176.7,995.76,327.7,2797,138428,7349.9,406,142.8
297,18,2008,1370.88,0.203147722,176.38,1877.91,223.4,4021.1,112750,7503.5,525,193.19
298,19,2008,1398.82,0.323586872,192.6,1537.76,226.6,2093.9,100509,4404.3,97,227.74
299,20,2008,1106.7,0.180001551,139.4,1534.59,222.6,2373.6,61991,5695.6,337,202.91
300,21,2008,272.51,0.184634429,55.41,201.04,45.6,373.1,32411,810.6,45,35.63
301,22,2008,464,0.103789275,76.72,676.09,88.1,903.2,20972,3215.1,298,18.93
302,23,2008,1608,0.2264024,242.61,2181.24,242.8,2687.5,60772,9438.9,663,113.64
303,24,2008,465.09,0.119425266,121.71,1202.06,83.1,1537.5,12920,4619.4,343,51.58
304,25,2008,786.35,0.135640782,177.77,1659.15,167.7,2013.9,42875,6056.2,810,105.06
305,26,2008,43.7,1.230796238,62.87,88.28,4.6,349.6,1187,235.8,NA,33.94
306,27,2008,788.44,0.060740042,146.29,902.02,165.9,1709.9,10953,4165.8,117,57.7
307,28,2008,503.73,0.078312934,107.34,727.57,81.4,1686.3,36511,3868.6,557,96.93
308,29,2008,58.74,0.704775391,42.44,120.61,8.1,355.7,1954,513.6,5,22.37
309,30,2008,130.1,0.074594721,45.2,133.02,34.8,657.9,2385,1209.7,64,67.97
310,31,2008,786.97,0.088722046,143.16,358.39,148.9,1375.6,18356,4486.7,201,486.15
311,1,2007,115.48,0.473291621,102.51,61.53,14,300.5,3735,295,131,11.73
312,2,2007,114.18,0.208080948,26.8,76.98,25.8,604.9,3522,434,84,13.84
313,3,2007,1639.07,0.17124082,111.97,1479.04,311.9,9134.5,83520,8652.7,686,151.59
314,4,2007,381.87,0.053822058,84.54,633.92,100.8,2440.8,23238,3653.2,647,34.32
315,5,2007,623.09,0.0679628,108.52,538.56,140.3,2209.3,17497,6761.5,224,141.77
316,6,2007,824.48,0.115765211,121.8,669.09,127.5,1941.7,50331,3703.9,196,91.67
317,7,2007,627.08,0.088325757,80.07,492.2,154.4,1678.3,37718,4944,458,67.53
318,8,2007,873.37,0.322726208,106.02,675.15,175.2,2785.3,81706,11898.5,108,214.75
319,9,2007,128.17,0.256593065,62.6,51.78,14.1,97.7,8064,390.7,131,16.21
320,10,2007,1540.39,0.1014387,193.63,930.17,342,3392.4,96792,7407.7,329,268.51
321,11,2007,732.67,0.108124013,142.15,688.04,92.8,2331.6,64932,2462.8,33,100.22
322,12,2007,1008.19,0.100985454,103.52,1639.67,305,4535.3,99142,8853.9,370,120.56
323,13,2007,670.95,0.188187356,61.49,637.46,119.7,1063.1,56951,2191.2,246,100.94
324,14,2007,623.06,0.163342599,103.57,897.51,132.7,2506.3,88833,5245.1,356,151.35
325,15,2007,2589.46,0.211068624,163.01,1949.98,500.3,9917.8,165721,10724.4,658,159.71
326,16,2007,2248.65,0.198673879,152.51,2909.88,569.7,8718.7,117992,14087.8,828,120.07
327,17,2007,1147.31,0.109812,127.57,1047.67,299.9,2551.1,135561,7030,399,132.65
328,18,2007,1210.06,0.218577564,125.92,1890.78,219.6,3684.4,109142,7390.7,488,193.89
329,19,2007,1268.7,0.318774096,172.53,1532.3,219.6,1847.2,99164,4363.1,97,224.84
330,20,2007,970.55,0.16996266,89.82,1504.92,220.8,2127.2,60004,5594.4,306,208.39
331,21,2007,223.55,0.209595479,22.96,199.89,41.7,328.5,24936,754.3,45,35.84
332,22,2007,405.15,0.117386837,55.97,699.28,84.3,860.3,20372,3134.7,295,18.75
333,23,2007,1317,0.205163717,175.65,2200.45,238.2,2523.1,60322,9278.2,137,118.71
334,24,2007,392.45,0.140821516,87.53,1203.62,82.1,1411.7,10722,4464.5,343,48.72
335,25,2007,705.13,0.120881964,127.6,1664.21,158.3,1861.9,35206,5801.9,773,105.95
336,26,2007,39.49,1.042546849,40.31,87.67,4.6,329.4,1002,232.9,NA,33.43
337,27,2007,638.26,0.07606009,100.09,925.66,158.8,1576.1,10698,4044.7,117,55.51
338,28,2007,458.73,0.075320461,84.74,741.39,80.1,1577.3,35317,3759,513,96.05
339,29,2007,49.16,0.544753476,29.27,119.82,7.6,348.6,1892,516.7,5,20.47
340,30,2007,110.68,0.072669611,27.92,137.72,34.6,629.8,2228,1189.8,60,64.75
341,31,2007,768.31,0.097975701,98.43,354.34,131.5,1274.7,16576,4202.6,201,476.77
342,1,2006,104.47,0.61642845,60.9114,65.66,14.8,325.5,4669,329.6,148,12.05
343,2,2006,110.05,0.241075375,16.0785,78.27,24.6,608.4,3436,513.9,35,13.43
344,3,2006,1380.45,0.197899548,70.6324,1513.04,304.9,8795.8,81215,8777.3,722,152.57
345,4,2006,292.15,0.064000192,54.1743,635.68,98.3,2364.7,23015,3822.9,526,34.22
346,5,2006,542.23,0.075901226,87.6707,533.87,128.5,2065.6,16142,6297.2,172,142.18
347,6,2006,713,0.134621256,75.7242,680.91,121.1,1995.3,46858,3766.8,178,91.54
348,7,2006,586.5,0.102480355,54.3569,499.8,146.7,1572.3,34451,4984.6,426,70.35
349,8,2006,817.45,0.392799083,80.7931,689.6,162.2,2570.6,57930,10467.9,108,208.26
350,9,2006,119.99,0.129318282,41.748,46.08,14.5,97.2,8252,401.4,44,18.37
351,10,2006,1416.91,0.121464078,122.4982,981.37,342,3278.5,98631,7608.8,329,270.69
352,11,2006,684,0.129904998,101.8698,732.92,94,2293,66190,2848.4,33,101.06
353,12,2006,907.53,0.134643869,55.4897,1740.98,294.3,4239.9,95442,9145.1,260,136.44
354,13,2006,601.96,0.217993283,38.9654,664.82,120.9,1031.5,56498,2434.5,203,97.96
355,14,2006,557.19,0.190645833,56.554,937.75,132.6,2137.1,75955,5363.3,356,132.92
356,15,2006,2283.29,0.243122959,108.3756,2011.82,489.8,9555.3,171324,10727.9,593,169.4
357,16,2006,2011.09,0.233971174,76.0085,3039.48,540.4,8309.1,111602,14185.6,714,140.15
358,17,2006,995.46,0.133436297,70.4517,1085.81,292.5,2263.2,131744,7350.3,399,142.96
359,18,2006,1040.85,0.268197252,84.3222,1921.34,214.7,3437.1,111196,8074,486,198.4
360,19,2006,1235.4,0.38503441,115.7066,1532.89,212.1,1814.7,93095,4838.4,97,226.92
361,20,2006,807.89,0.19617983,53.2348,1504.43,210.7,2011,54622,6460.2,294,222.28
362,21,2006,213.71,0.26011208,11.8418,196.64,39.5,298.4,21518,821.2,45,36.74
363,22,2006,323.01,0.137261736,38.6473,741.67,80.5,820,19579,3477.2,287,18.12
364,23,2006,1079,0.236146517,113.1483,2263.56,228.2,2344.9,58329,9665.1,137,121.2
365,24,2006,347.97,0.163282502,61.5516,1247.08,80.2,1207.2,10637,4855,343,54.33
366,25,2006,610.3,0.143502259,83.1568,1677.18,150.4,1764,32891,6144.7,773,105.57
367,26,2006,35.23,1.248210285,13.2036,86.6,4.4,280.1,860,233,NA,31.77
368,27,2006,523.42,0.091059146,81.7263,948.41,149.7,1452.4,10054,4247.9,117,56.8
369,28,2006,395.84,0.07601874,52.7754,751.01,76.5,1466.3,21651,3743.4,262,94.31
370,29,2006,38.61,0.635082273,16.9067,124.03,7.2,335.1,1857,489.8,5,21.79
371,30,2006,90.55,0.07925122,21.2857,136.54,31.9,592.2,1891,1127.2,49,71.73
372,31,2006,656.74,0.11319827,46.4519,349.2,119.6,1195.5,15570,3817.9,185,469.95
373,1,2005,100.59,0.568460294,42.642,58.58,14.8,337.7,4668,318,118,12.67
374,2,2005,97.49,0.228747748,12.8503,79.55,23.3,611.9,3349,499.4,34,13.59
375,3,2005,1258,0.173230169,63.2676,1552.75,303.4,8487.2,80755,8785.5,712,150.22
376,4,2005,281.74,0.060980917,46.1683,637.44,95.7,2288.7,22792,3795.4,454,32.68
377,5,2005,473.89,0.057391342,72.0218,529.18,116.7,1922,14786,6215.7,170,143.88
378,6,2005,640.12,0.113085448,70.4754,686.38,119.9,1918.1,45751,3796.7,148,87.16
379,7,2005,518.13,0.091896306,54.3569,502.06,138.1,1471.3,28894,4954.1,384,66.38
380,8,2005,718.59,0.3545487,80.7931,696.67,150.9,2234,47478,10083.7,95,192.08
381,9,2005,111.25,0.502353547,35.1207,59.05,14.4,96.5,8377,403.6,36,18.46
382,10,2005,1291.06,0.116403603,97.5684,1058.28,340.8,3135.3,103254,7641.2,271,263.81
383,11,2005,654.81,0.121154216,86.1482,786.92,94.3,2111.3,65649,2837.9,30,106.73
384,12,2005,818.48,0.128314404,47.6493,1766.94,285.7,3983.8,94841,9172.5,225,113.55
385,13,2005,571.01,0.196326762,33.1806,692.17,122,1000,56044,2481.3,150,101.54
386,14,2005,510.47,0.169374577,45.6813,951.03,129.4,1781.3,75305,5251.4,300,134.6
387,15,2005,2033.95,0.221824906,89.5847,2045.93,467.6,9199.3,155609,10736.1,567,156.32
388,16,2005,1790.37,0.209182771,64.1413,3127.67,518.1,7934.2,105056,13922.7,610,114.49
389,17,2005,932.15,0.12168502,57.4558,1101.78,285.8,2057.4,110172,7279.4,354,142.12
390,18,2005,947.72,0.240540551,71.9138,1951.9,209.9,3189.9,113250,7977.6,410,201.33
391,19,2005,1109.17,0.364799004,111.7812,1533.48,204.6,1782.1,87025,4815.4,87,230.65
392,20,2005,711.89,0.188800345,53.2348,1503.06,201.3,1909.7,53260,6489.2,234,225.38
393,21,2005,179.63,0.232664419,12.2951,193.39,37.3,268.2,18101,778.1,44,35.14
394,22,2005,358.3,0.125569816,31.0905,775.88,79.1,776,19541,3444.7,256,21.39
395,23,2005,1037.2,0.212922768,95.0633,2317.67,220.9,2181.7,56336,9480.2,110,121.83
396,24,2005,335.53,0.146467616,53.2855,1268.09,77.4,1011.5,9764,4804.1,312,50.45
397,25,2005,559.32,0.127959829,49.145,1690.14,142.7,1666.1,30576,6053.8,660,108.41
398,26,2005,25.48,1.126237741,9.6374,85.53,4.2,230.9,726,235,NA,30.27
399,27,2005,472.9,0.079783291,61.9957,949.22,147.3,1406.3,9888,4201.8,98,52.22
400,28,2005,362.89,0.071876913,52.7754,761.37,75.9,1406.9,20788,3726,200,94.98
401,29,2005,36.44,0.619666219,14.9265,128.73,7,327.3,1747,476.7,5,21.06
402,30,2005,78.94,0.065775977,21.2857,140.64,29.9,555.1,1599,1099.3,45,72.27
403,31,2005,595.85,0.098794106,46.4519,344.05,107.8,1116.3,14565,3731.2,145,464.36
404,1,2004,92.68,0.752463114,33.3335,57.9,14.5,340,5358,312.5,130,12.97
405,2,2004,95.29,0.27091616,10.9317,80.54,22.9,608.1,3057,504.3,33,11.98
406,3,2004,1135.75,0.217765518,58.59,1600.43,289.9,8135.6,75655,8695.4,716,147.07
407,4,2004,290.53,0.08215323,46.0369,640.32,93.4,2186.5,20736,3741.5,526,32.93
408,5,2004,411.54,0.065155048,55.6683,523.78,104.4,1772.3,11520,5924,165,149.43
409,6,2004,611.32,0.134223511,59.73,685.82,117.9,1619.5,45586,3723.3,135,85.71
410,7,2004,486.23,0.115710835,37.0029,496.69,159.1,1319.8,25689,4904,375,66.44
411,8,2004,620.19,0.444504475,41.9645,706.14,143.8,1952.2,47153,9888.4,88,186.25
412,9,2004,109.32,0.723987635,29.536,65.22,15,105.2,6562,404.4,38,18.81
413,10,2004,1242.41,0.153758324,75.6753,1134.85,336.8,3052.5,92305,7669,269,288.53
414,11,2004,592.59,0.154342645,46.349,826.63,93.3,2026.7,63373,2778.4,31,107.29
415,12,2004,842.02,0.184921439,48.6928,1794.67,277.6,3784.4,84608,9200.4,245,121.74
416,13,2004,525.8,0.259379371,30.0185,722.74,121.7,981,53503,2519.3,190,104.2
417,14,2004,491.06,0.22497294,42.3438,960.97,123.5,1465.2,66273,5182.8,345,128.54
418,15,2004,1891.73,0.285920237,73.1073,2180.12,451,8751.9,153900,10638.6,578,154.29
419,16,2004,1602.88,0.265592565,54.0619,3234.98,493.2,7521.1,101150,13789.7,630,124.54
420,17,2004,921.59,0.157186925,53.8657,1105.71,281.9,1763.6,112596,7155.9,345,131.71
421,18,2004,874,0.303631957,40.0459,1975.89,203.2,2923.9,109493,7886.2,422,202.3
422,19,2004,959.97,0.481217056,94.8705,1524.97,201.3,1798.7,85035,4808,108,240.3
423,20,2004,623.09,0.259550261,46.488,1516.13,195.2,1814.3,50801,6368.2,269,210.1
424,21,2004,170.92,0.298753508,5.9499,190.76,41.1,243.9,15571,826.9,50,37.85
425,22,2004,332.95,0.161093482,33.0146,800.83,77,728.3,19466,3435.3,245,20.32
426,23,2004,987.7,0.281082782,107.2734,2367,214.7,2006.8,55373,9387.5,120,121.17
427,24,2004,317.69,0.187234474,40.3388,1288.49,74.3,797.2,9533,4695,309,51.92
428,25,2004,516.92,0.167431724,71.8976,1693.73,137.2,1608.5,29096,5890,650,109.65
429,26,2004,26.56,1.48364286,8.5944,85.19,4,191.6,728,231.2,NA,25.65
430,27,2004,413.74,0.10008577,74.8339,957.05,143.1,1307,9735,4099.8,97,49.72
431,28,2004,331.37,0.093487824,42.4398,763.21,72.4,1321.3,16344,3668.9,254,96.73
432,29,2004,34.22,0.840319111,15.9224,131.85,6.6,325.8,1756,473.3,5,21.83
433,30,2004,71.3,0.079392674,18.3481,143.98,27.6,528.5,1761,1158.3,48,68.61
434,31,2004,515,0.121864384,33.8104,339.41,99.2,1046.5,12312,3592.3,175,457.04
